"","Easting","Northing","Purprice","BldIntWr","BldPostW","Bld60s","Bld70s","Bld80s","TypDetch","TypSemiD","TypFlat","GarSingl","GarDoubl","Tenfree","CenHeat","BathTwo","BedTwo","BedThree","BedFour","BedFive","NewPropD","FlorArea","NoCarHh","CarspP","ProfPct","UnskPct","RetiPct","Saleunem","Unemploy","PopnDnsy"
"841",526500,169500,41500,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,68,23.75,35.2564,8.3333,0,16.6667,8.9796,19.38985,9.31677
"847",540300,180900,115000,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,68.173796742,16.9231,50.101,16.6667,8.3333,41.6667,6.3433,35.28928,25.80645
"850",527600,170500,100000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,173.22088682,16.9312,46.9828,7.6923,0,38.4615,3.7975,10.92203,7.54717
"853",538500,176500,75000,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,82,40.7895,31.8812,6.6667,6.6667,40,10.2894,60.67587,10.89325
"858",527900,165800,52000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,53,43.5583,19.145,0,0,33.3333,21.03,170.2547,8.0756
"860",538700,191700,54000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,85,35.1485,39.4799,0,0,38.4615,7.6923,46.91196,9.7561
"862",529100,187600,95000,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,109.59820185,12.7379,21.1864,41.9591,0,5.8824,10,0,0
"864",528400,169100,70000,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,117.67874724,32.5472,42.3935,7.6923,7.6923,46.1539,6.1224,26.59989,4.41176
"866",533900,195500,30000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,93.344231234,11.0236,53.4458,11.1111,0,33.3333,3.4483,36.40148,9.30233
"867",525800,184900,50750,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,89.16463879,45.7143,26.5799,6.6667,6.6667,20,10.3306,2.44349,25.10519
"869",514600,191100,32000,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,84.24200769,16.4384,65.8683,20,0,20,6.7961,3.07171,5.77934
"873",530100,188600,85000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,90.093437111,43.5484,35.6948,0,0,66.6667,8.2418,18.70422,10.20408
"874",550600,183000,72500,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,84.056248026,11.6162,49.2857,0,0,30.7692,4.6358,4.55452,9.3913
"876",515400,188600,50000,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,71,4.5643,58.6207,25,6.25,31.25,4.5977,73.29458,4.63918
"880",530100,191200,39000,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,72.446269017,25.1748,48.4076,28.5714,0,71.4286,2.5424,34.39333,4.66667
"881",530000,174200,49000,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,112,32.8125,41.0219,0,0,87.5,5.7762,2.70204,5.52764
"885",531300,190100,77000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,106,37.6761,33.1298,9.0909,9.0909,18.1818,12.8141,75.34305,7.61589
"886",544400,190500,45000,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,56,39.6648,33.6427,0,18.1818,45.4545,11.2745,12.26214,36.07214
"892",522800,167900,82000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,79.876655583,10.7981,46.2798,0,7.1429,50,3.9877,20.5213,8.93246
"893",513700,190900,82000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,79.876655583,18.5714,49.3827,0,20,140,7.5188,20.92782,6.10236
"894",513700,190900,44500,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,107,1.2739,45.2652,13.3333,0,0,2.8926,7.70223,6.88976
"897",513600,172400,70000,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,95.8519867,26.738,34.9291,0,0,26.6667,7.9585,121.7562,5.93343
"901",538900,162800,53000,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,84.149127858,50,29.3869,9.0909,18.1818,72.7273,17.2131,22.76047,15.87302
"906",521100,167800,55000,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,102,49.133,27.0718,0,0,7.1429,13.0802,59.97705,10.09852
"908",533600,190600,46995,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,45.046718556,19.2983,42.0394,11.7647,0,29.4118,7.2727,65.62757,10.27132
"909",526300,164800,50000,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,97.523823677,31.8436,52.1084,8.3333,0,33.3333,4.2169,45.49629,8.13954
"927",541400,182800,53500,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,85,55.8442,21.8532,0,7.6923,30.7692,23.2558,5.01319,6.6087
"932",530100,195700,30000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70,49.7942,25.7048,0,0,111.1111,16.4557,19.88159,11.69872
"934",531700,167100,75000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,92,23.1111,45.1852,7.6923,7.6923,61.5385,5.2632,144.6117,19.73094
"957",533300,171000,50000,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,75.789942972,16.4251,40.6886,25,0,31.25,8.3573,25.89653,5.92217
"974",508600,183000,57500,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,141.17734475,12.8342,40.1079,6.25,6.25,18.75,8.7591,15.54882,1.30208
"979",517400,190100,57000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,49.690710159,23.3945,43.9716,15.3846,0,46.1539,7.8231,68.57016,16.04697
"980",512300,182500,60000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,218.26760537,66.6667,21.8906,0,20,70,23.7762,123.5423,9.93915
"987",508000,190400,57000,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,79.690895919,20.6704,42.7646,0,0,77.7778,4.1841,30.96748,5.47945
"994",534600,184600,50000,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,122.60137834,63.5897,17.2345,0,0,40,18.1373,36.78736,13.51981
"997",523400,185800,54000,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,108,38.1323,39.1386,0,5.5556,33.3333,9.0909,70.44313,3.44234
"1006",513900,185000,72500,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,113,29.1846,36.2205,0,0,83.3333,7.3482,29.14676,8.76827
"1015",514300,185300,55000,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,117.02858841,44.6043,32.9432,18.75,0,31.25,6.8111,15.98908,9.9115
"1017",513900,183300,58000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,78.947857262,37.5,32.7907,0,14.2857,21.4286,3.5176,39.22168,8.87372
"1025",523900,184200,42000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,83.591848866,20.8333,39.8287,0,0,55.5556,7.5556,14.12469,5.93692
"1031",513200,184300,55000,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,147,18.2796,41.0309,0,7.6923,38.4615,11.3861,78.24255,15.09971
"1043",526500,192400,19000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,84,42.1569,34.1564,0,16.6667,66.6667,6.7308,2.39303,7.50853
"1045",508500,186500,32950,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,47.740233686,28.125,32.2064,0,7.1429,14.2857,11.2727,36.25776,10.88296
"1047",524700,181400,48000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,98.452621998,15.0754,47.4517,0,8.3333,25,6.1889,15.04096,5.6314
"1057",524000,170300,63000,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,76.068582468,30.6931,35.5042,0,0,50,4.878,23.32936,10.69959
"1063",516900,181300,55000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,73.746586666,26.6667,38.3855,7.6923,15.3846,30.7692,10.9966,2.69202,8.7037
"1064",533300,165800,52950,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,105.23284974,25.6757,44.8544,0,0,100,10.0917,17.19134,4.5302
"1069",534700,195800,62000,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,102.16781528,32.7586,34.3458,7.6923,0,7.6923,11.2,75.81319,7.32177
"1134",534200,193100,47000,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,104.48981108,72.973,10.4167,0,0,30,26.9767,118.7099,3.06306
"1155",534600,166300,65000,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,107,14.6667,50.9151,0,0,35.2941,4.1543,7.49811,6.81063
"1156",549500,179300,53000,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,69,32.2751,40.7674,9.0909,0,54.5455,10.6952,1.32457,3.92927
"1187",531500,190100,170000,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,197.36964316,44.2857,30.0614,0,0,41.6667,9.3023,20.91795,8.79121
"1218",540700,189300,37000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,99.845819479,30.137,35.6792,0,0,46.1539,6.2044,45.69736,10.89588
"1234",515900,179700,80000,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,129.66024557,15.1111,54.512,15.3846,0,61.5385,3.5294,58.33955,6.7591
"1238",514600,183500,57000,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,114.24219345,24.1758,40.6639,0,0,70,10.1167,30.57821,12.73408
"1242",518200,168000,67000,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,157.89571452,7.6503,57.1429,20,0,6.6667,2.3569,47.03423,12.97935
"1243",510500,181300,89000,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,91.486634592,10.4938,56.4593,10,0,30,6.2802,0.58424,6.89655
"1249",522700,180000,71000,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,88.23584047,36.3636,30.4432,0,0,50,9.5057,76.37959,13.3758
"1259",547200,175600,52000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,78.947857262,54.7619,21.4844,0,0,16.6667,10.5769,42.91016,7.03934
"1267",556500,186500,40000,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,94.737428715,7.4561,51.5539,5.5556,11.1111,16.6667,3.4921,37.57154,10.15385
"1270",534300,193700,68500,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,125.3877733,45.0216,41.9444,0,12.5,125,9.2308,33.85299,5.70265
"1272",531100,183400,92000,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,103.56101276,38.6667,36.4356,6.25,6.25,31.25,7.7441,12.46195,9.43739
"1276",510200,181800,147000,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,59.443092527,81.3472,8.5586,0,22.2222,11.1111,38.3648,65.8596,7.27273
"1279",524600,169700,89600,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,94.08726989,26.5,46.4444,0,8.3333,50,2.9557,71.7357,5.90551
"1280",517100,170100,69500,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,79.876655583,35.5,41.2195,0,25,58.3333,5.8252,64.08451,14.66667
"1282",522100,169200,58500,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,96.595025356,43.8775,31.7992,36.3636,9.0909,54.5455,8.1218,6.17404,8.78594
"1283",536700,174500,50500,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,80,9.7561,61.0561,16.6667,0,66.6667,6.8323,61.2769,15.92689
"1287",508300,184300,54000,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,103.0966136,6.6667,57.0136,0,12.5,0,2.439,49.62967,3.2316
"1297",510100,181700,82000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,69.659874055,20.202,47.3881,0,20,80,8.6667,20.23712,7.39726
"1298",530300,185300,93000,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,106.34740772,84.5361,10,0,20,50,59.864,70.01725,4.81172
"1299",516300,189200,40000,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,72.446269017,39.5833,34.2733,0,0,15.3846,12.2047,7.37856,12.23022
"1301",526100,170400,49500,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,83,7.5117,54.6032,35.7143,0,35.7143,4.088,98.34609,9.89399
"1304",523000,181700,48000,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,114.24219345,41.3408,39.6011,0,0,128.5714,6.6667,20.97729,8.41837
"1316",517700,179000,87000,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,111.45579849,60.8,32.3864,0,0,266.6667,13.8462,58.48897,11.17764
"1327",534000,180300,45000,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,66.037560604,28.8044,40.4598,0,0,100,12.1693,6.38236,8.48806
"1333",523700,189100,50950,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,67.988037078,34.0206,35.4049,11.1111,0,55.5556,11.8774,133.5396,16.44444
"1339",527600,178300,47000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62.601006817,4.4776,49.7585,26.3158,5.2632,0,2.3669,3.88912,21.13208
"1340",532500,177200,43000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,120.7437817,8.8,57.7982,28.5714,0,57.1429,4.908,14.21311,8.03461
"1350",523600,195900,35000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,103,34.7594,32.1199,9.0909,9.0909,54.5455,5.7252,89.81118,10.20942
"1356",539200,184400,70950,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,83.31320937,8,48.2353,0,0,50,0,77.6883,2.31214
"1362",534900,172900,23950,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,66,34.0517,40.3306,6.25,6.25,43.75,9.3863,41.67242,7.51708
"1369",526000,164400,90000,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,102.91085394,29.7959,32.2078,0,5.8824,11.7647,14.6067,41.69087,7.20721
"1370",512100,178300,160000,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,232.66397934,7,51.2953,26.6667,0,26.6667,5.8104,17.11328,8.20771
"1379",522100,187800,32500,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,91.486634592,9.0909,41.9355,31.5271,0,0,12.8788,0.36972,3.33333
"1381",509800,182000,80000,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,139.04110861,10.2222,56.4945,5.8824,5.8824,23.5294,4.058,16.37868,4.62046
"1401",525300,164800,45500,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,50,10.6667,63.1902,40,0,20,3.125,0.58532,8.50277
"1409",505600,181200,93000,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,110,25.641,43.6975,14.2857,0,142.8571,7.8704,0,0
"1411",532700,164000,44000,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,98.452621998,57.7465,20.3846,0,0,70,12.6829,65.66588,6.914
"1414",541100,188900,45000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,99.845819479,75.9843,10.4524,0,12.5,150,29.0984,56.21561,8.82353
"1417",530300,173200,55500,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,103,41.1765,29.6651,0,7.6923,46.1539,10.9966,60.52997,2.64706
"1437",539200,170100,68000,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,190.40365575,22.7679,47.0476,0,0,50,4.5455,82.41449,3.1401
"1440",539200,170100,60000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,108,17.734,52.6316,21.0526,0,10.5263,7.5658,76.25053,3.73333
"1442",545600,164200,73000,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,91,12.6214,52.6316,0,0,20,5.0725,13.14538,8.69565
"1454",540600,169400,94000,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,119,5.5556,66.6667,0,0,16.6667,6.7308,75.09911,17.12474
"1477",539200,171300,68500,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,75.046904315,36.9295,41.5534,25,0,58.3333,4,46.04926,17.46988
"1491",534500,170100,42000,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,62.693886649,58.2938,24.4804,0,0,66.6667,17.9775,20.17231,3.87931
"1501",530800,167800,68950,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,145.82133636,49.7297,21.7054,0,6.25,6.25,16.8103,9.46676,5.52677
"1531",526300,163100,44000,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,95,59.6027,18.6992,0,9.0909,18.1818,17.8571,105.0338,6.83594
"1537",507000,178900,39000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.353203425,36.9792,39.5062,14.2857,7.1429,28.5714,5.6034,46.82245,9.20578
"1543",529400,159500,46250,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,84.520647187,62.6556,15.7815,0,25,100,23.1818,61.36482,3.37621
"1582",524400,164800,50000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,66.873479093,68.125,16.4345,0,0,71.4286,20.7143,33.49841,7.73694
"1585",531600,164500,98000,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,139.78414727,4.7619,64.0845,0,0,75,3.125,5.08912,3.24544
"1593",532400,165000,120000,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,124.83049431,19.1057,43.1165,0,0,26.3158,4.1096,16.47539,10.93023
"1606",526700,164900,51000,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,99.102780822,32.1739,38.1579,0,6.6667,40,5.3846,18.42105,7.1028
"1612",532800,162800,36000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,74.675384987,46.4789,27.2905,0,11.1111,55.5556,20.9091,30.13518,10.53812
"1619",529000,164000,58500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,89.629037951,8.1001,8.8608,51.1592,17.6471,0,4.4199,0.08886,3.79147
"1623",536300,171600,39950,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,83.127449706,49.7925,23.5669,0,6.6667,33.3333,17.3502,0.47041,4.30464
"1629",518200,167300,46500,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,103.74677243,59.4286,20.0472,0,0,62.5,18.617,55.94971,5.28169
"1633",519300,169800,86000,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,129.28872625,17.7885,48.3301,0,0,11.7647,3.8328,81.3837,9.52381
"1634",522300,182800,190000,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,190.58941541,25.7669,35.7778,15.3846,0,15.3846,8.5837,32.41562,5.45171
"1641",527300,178100,59000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,69.845633719,47.8528,16.9285,10,0,10,21.9409,18.87356,7.48792
"1646",509100,183100,35000,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,102.26069511,37.9487,31.6917,0,12.5,100,13.3333,67.58201,4.44445
"1649",532700,160900,62500,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,178,14.3617,63.1808,0,9.0909,54.5455,6.746,15.77025,7.27273
"1651",523900,175500,126000,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,117.5858674,8.5526,63.2275,10,0,30,5.2083,19.93266,8.05085
"1654",534100,168500,85000,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,131.42496238,9.3023,60.559,0,0,20,3.4247,0,0
"1658",523900,179300,55000,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,33.065220218,18.6046,44.9123,21.4286,0,42.8571,2.5237,15.77324,2.33051
"1665",525000,185200,94000,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,85,29.6651,40.7708,20,6.6667,40,10.3306,33.99127,4.158
"1675",525600,163400,36500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.151932829,10.4575,62.8099,22.2222,0,55.5556,4.4025,5.10258,7.90441
"1764",518500,189700,120000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,124.45897498,12.1693,64,0,0,0,4.2857,30.25021,4.42478
"1765",553100,189500,55000,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,118,44.382,39.7394,21.4286,0,21.4286,5.5814,210.8325,14.6789
"1773",547000,185100,16350,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,67,36.8421,34.6154,0,0,114.2857,9.2593,76.84073,19.47484
"1774",541900,190100,54000,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,101,18.617,45.5882,0,0,60,4.0486,10.15782,3.79242
"1784",517700,185500,50000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,75,25.2941,41.2946,0,0,36.3636,7.3469,22.61519,24.2268
"1795",544700,188100,66000,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,92.879832073,43.9716,27.0054,0,0,33.3333,11.23,20.2591,5.82121
"1798",543000,187800,27950,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,106.81180688,47.0588,41.6667,0,0,150,20,78.79886,21.22449
"1802",546000,189100,64500,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,78.019058942,20.197,44.3548,6.6667,0,26.6667,7.2519,8.7202,14.13502
"1805",544800,186200,153500,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,121.85833968,9.0395,61.0503,18.1818,0,27.2727,5.7377,5.14869,5.24272
"1807",524100,174900,65000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,115.35675143,51.3369,22.6263,10,0,10,23.0769,63.10877,12.32323
"1808",542100,185000,58000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,78.39057827,37.3418,41.8605,0,0,62.5,10.6557,11.59146,6.60793
"1809",530700,189200,57500,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,84.149127858,22.6415,50.9128,12.5,0,125,4.2636,80.35712,4.72637
"1810",544500,186800,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,74.303865659,8.8106,63.4195,0,0,69.2308,4.1667,1.81931,7.65172
"1813",556700,186700,46000,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,67.802277413,37.7049,46.6667,0,0,66.6667,6.383,55.69817,10
"1815",542900,183900,60000,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,118.42178589,57.7236,18.3674,0,0,66.6667,24.6753,49.42786,4.54546
"1821",515600,175500,115000,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,147.21453384,25.641,39.3791,0,11.1111,22.2222,5.9406,42.0954,6.56064
"1823",516200,173400,42000,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,108.66940353,20.3297,54.6296,0,0,38.4615,5.8091,21.99939,8.75274
"1839",521800,178800,70000,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,71.053071536,5.618,57.9399,12.5,12.5,12.5,3.6036,44.39879,6.92432
"1840",522900,180200,59000,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,105.88300856,42.4528,35.8974,0,0,50,9.0909,45.99236,9.89691
"1841",513500,187200,95000,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,115,12.4402,53.125,16.6667,0,58.3333,5.5556,1.47641,10.16334
"1842",512100,176200,63000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,86.0067245,10.1887,53.211,5.5556,0,33.3333,5.5556,56.62124,10
"1843",515500,173200,115000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,136,13.7255,55.1985,12.5,0,12.5,2.6316,61.15827,10.19901
"1844",522300,179400,60000,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,110.99139933,12.8866,50.497,25,0,50,3.5714,38.03205,8.82353
"1934",530400,185200,66950,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,117.21434808,56.391,29.8319,12.5,12.5,25,30.1587,35.36618,9.64706
"1996",548600,175500,78000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,91.672394256,46.0465,29.6537,0,10,90,13.9665,59.50821,3.5461
"2035",540300,176900,127500,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,141.92038341,37.5,42.9825,60,0,0,10.9756,66.21207,10.14851
"2075",548500,184500,58995,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,89,47.6191,32.4009,0,0,90.9091,15.7303,118.1339,5.625
"2082",517600,178000,54950,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,65.015882451,49.4318,17.8445,0,0,75,32.3383,0,0
"2093",510300,187100,41000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,58.885813534,56.3319,22,0,0,150,20.5021,22.7136,4.34783
"2097",507600,181900,60750,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,115,3.681,50,7.6923,0,15.3846,3.7415,7.77903,6.75676
"2099",531500,192300,75000,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,80.341054743,14.4578,33.7687,0,0,6.25,5.098,9.85047,5.28109
"2103",531500,162000,230000,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,180,8.0808,60.5948,0,0,28.5714,8.5714,31.1475,19.82249
"2196",539300,169400,94500,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,100.86749763,10.2941,49.5496,6.6667,0,20,3.6066,3.0879,8.59259
"2197",536500,168900,71000,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,70.031393383,8.3333,61.5942,0,0,12.5,5.1471,2.02472,10.9319
"2198",535400,169200,115000,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,135.51167499,2.9046,52.9333,13.6364,0,9.0909,2.1687,46.71509,3.64501
"2199",540100,164900,104000,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,112,16.6667,55.2279,0,0,30,2.2727,39.7323,10.46771
"2200",544800,167000,61000,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,103,14.4578,54.1872,0,0,33.3333,4.4944,2.5802,13.18408
"2247",532500,166500,54950,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,40.588486616,20.5,50.2513,0,0,20,2.6616,59.56857,21.73252
"2248",531900,166700,53500,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,46.347036205,11.1675,52.6923,0,0,41.6667,4.811,26.49572,8.2531
